"SMILES","CASRN","MOLECULEID","EXTERNALID","N","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logPow {measured}","UNIT {logPow}","logPow {measured, converted}","UNIT {logPow}","pH","UNIT {pH}"
"COC1=CC(=CC=C1)[C@H]1C(C(=O)OC[C@@H]2CCCO2)C(C)=NC2=C1C(=O)CCC2","-","M1154004","ZINC00707994","312","-","-","A27772","23131797","-","2","3.62","Log unit","3.62","Log unit","= 7.3","Log unit"
"NC(=O)C1=CC(=CC(NC(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)=C1)C(N)=O","-","M1021818","ZINC01208728","313","-","-","A27772","23131797","-","2","3.87","Log unit","3.87","Log unit","5.0","Log unit"
"COC1=CC=CC=C1N1C(=O)C2=CC=C(C=C2C1=O)C(=O)NC1=CC=C(C=C1)C1=NN=C(O1)C1=CC=CC=C1","-","M1021820","ZINC01210122","314","-","-","A27772","23131797","-","2","6.17","Log unit","6.17","Log unit","= 6.5","Log unit"
"CC1=C([C@H](C2=CC(=CC=C2Cl)[N+]([O-])=O)C2=C(CC(C)(C)CC2=O)N1)C(=O)OC[C@@H]1CCCO1","-","M1153776","ZINC01213157","315","-","-","A27772","23131797","-","2","4.53","Log unit","4.53","Log unit","10.0","Log unit"
"CC[C@@H](OC(=O)CNC(=O)C1=CC=C(C=C1)N1C(=O)C2=CC=CC=C2C1=O)C(=O)C1=CC=CC=C1","-","M1022358","ZINC01868102","316","-","-","A27772","23131797","-","2","4.15","Log unit","4.15","Log unit","= 2.0","Log unit"
"CCC(=O)N1[C@H](C2=CC=C(O2)C2=CC=C(C=C2Cl)[N+]([O-])=O)C2=C(CC(C)(C)CC2=O)NC2=CC=CC=C12","-","M1153861","ZINC00998518","317","-","-","A27772","23131797","-","2","5.55","Log unit","5.55","Log unit","5.0","Log unit"
"CC(=O)C1=C(C)NC(SCC(=O)NC2=CC=CC=C2)=C(C#N)[C@H]1C1=CC=CC=C1Cl","-","M1021857","ZINC08934271","319","-","-","A27772","23131797","-","2","4.97","Log unit","4.97","Log unit","= 10.5","Log unit"
"OCCN1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(CCO)C2=O","-","M1020945","ZINC00786356","321","-","-","A27772","23131797","-","2","3.19","Log unit","3.19","Log unit","5.0","Log unit"
"COC1=CC=C(NC(=O)C2=CC(=CC(NC(=O)C3=CC=CC=C3)=C2)C(=O)NC2=CC=C(OC)C=C2)C=C1","-","M1021866","ZINC01234952","322","-","-","A27772","23131797","-","2","5.59","Log unit","5.59","Log unit","5.0","Log unit"
"COC1=CC=C(C=C1)[C@@H]1[C@@H]2[C@@H](ON1C1=CC=CC=C1C)C(=O)N(C2=O)C1=C(C#N)C2=C(CCCC2)S1","-","M3410254","ZINC08741738","323","-","-","A27772","23131797","-","2","5.83","Log unit","5.83","Log unit","5.0","Log unit"
"CCOC(=O)C1=C(NC=C2C(=O)N(C)C(=O)N(C)C2=O)SC2=C1CC[C@@H](CC)C2","-","M1021878","ZINC18227453","324","-","-","A27772","23131797","-","2","5.76","Log unit","5.76","Log unit","5.0","Log unit"
"CCOC1=CC(=CC=C1OC(C)C)[C@H]1[C@@H]2CN(CC=C2C(C#N)=C(N)C1(C#N)C#N)C(=O)OC(C)(C)C","-","M1021885","ZINC01245439","325","-","-","A27772","23131797","-","2","5.83","Log unit","5.83","Log unit","5.0","Log unit"
"CN(C)C=C1S\C(=N/S(=O)(=O)C2=CC=C(C)C=C2)N(C2CCCCC2)C1=O","-","M3410255","ZINC16739874","326","-","-","A27772","23131797","-","2","4.75","Log unit","4.75","Log unit","= 6.5","Log unit"
"CCOC1=CC=C(C[C@@H]2N(CCC3=CC(OCC)=C(OCC)C=C23)C(=O)C2=C(C)N=CS2)C=C1OCC","-","M1021888","ZINC01250844","327","-","-","A27772","23131797","-","2","4.98","Log unit","4.98","Log unit","5.0","Log unit"
"CC1(C)OC[C@H](COC2=C(F)C(=NC(F)=C2Cl)N2CCOCC2)O1","-","M1021897","ZINC01258241","329","-","-","A27772","23131797","-","2","4.07","Log unit","4.07","Log unit","5.0","Log unit"
"COC1=CC=CC(=C1)C1=NN=C2OC(N)=C(C#N)[C@@H]([C@H]12)C1=CC(OC)=C(OC)C=C1Br","-","M3410256","ZINC09210816","330","-","-","A27772","23131797","-","2","4.52","Log unit","4.52","Log unit","= 10.5","Log unit"
"CCNC(=O)C(\NC(=O)C1=CC=CC=C1)=C\C1=CN(N=C1C1=CC=CS1)C1=CC=CC=C1","-","M1153710","ZINC01857441","331","-","-","A27772","23131797","-","2","4.64","Log unit","4.64","Log unit","5.0","Log unit"
"COC(=O)C1=CC=C(C=C1)N([C@H]1CS(=O)(=O)C=C1)C(=O)C(F)(F)F","-","M1021968","ZINC01295422","336","-","-","A27772","23131797","-","2","2.05","Log unit","2.05","Log unit","5.0","Log unit"
"CNC1=C(C=O)C(=O)N2C=CC=C(C)C2=N1","-","M1019268","ZINC00081634","337","-","-","A27772","23131797","-","2","2.68","Log unit","2.68","Log unit","= 7.3","Log unit"
"CC(=O)NC1=NC2=CC3=C(C=C2S1)N=C(NC(C)=O)S3","-","M1021979","ZINC06781006","339","-","-","A27772","23131797","-","2","3.13","Log unit","3.13","Log unit","= 6.5","Log unit"
"[O-][N+](=O)C1=CC=CC(=C1)C1CC(=O)C2=C(C1)NC1=CC=CC=C1N(C2C1=CC=CO1)C(=O)C(F)(F)F","-","M3410257","ZINC09041058","340","-","-","A27772","23131797","-","2","4.68","Log unit","4.68","Log unit","5.0","Log unit"
"COC1=CC=C(C=C1)C1CC(=O)C2=C(C1)NC1=C(C=CC=C1)N(C2C1=CC(OC)=C(OC)C(OC)=C1)C(=O)C(F)(F)F","-","M3410258","ZINC01308593","341","-","-","A27772","23131797","-","2","4.87","Log unit","4.87","Log unit","= 7.3","Log unit"
"CC1=CC=C(C=C1N1C(=O)[C@H]2[C@H]3C=CC=NN3[C@@H]([C@@H]2C1=O)C(=O)C(C)(C)C)[N+]([O-])=O","-","M3410259","ZINC06923965","342","-","-","A27772","23131797","-","2","3.85","Log unit","3.85","Log unit","5.0","Log unit"
"[O-][N+](=O)C1=CC=C(C=C1)C1=NC2=NC3=CC=CC=C3N=C2N1C[C@@H]1CCCO1","-","M3410260","ZINC05163260","343","-","-","A27772","23131797","-","2","3.75","Log unit","3.75","Log unit","= 10.5","Log unit"
"CCOC(=O)C1=C(C)C2=C(CCC(C=O)=C2Cl)N1","-","M1019941","ZINC00281934","344","-","-","A27772","23131797","-","2","3.92","Log unit","3.92","Log unit","5.0","Log unit"
"NC1=C(C2=NC(C#N)=C(N=C2N1CC1=CC=C(F)C=C1)C#N)S(=O)(=O)C1=CC=CC=C1","-","M1021995","ZINC01320772","346","-","-","A27772","23131797","-","2","4.86","Log unit","4.86","Log unit","5.0","Log unit"
"CCOCCOC(=O)[C@H](C)N1C=NC2=C(C3=C(C[C@@H](C)CC3)S2)C1=O","-","M1022248","ZINC01775277","347","-","-","A27772","23131797","-","2","4.25","Log unit","4.25","Log unit","10.0","Log unit"
"CC1=NN=C2N1C1=CC(Cl)=CC=C1N(CCNC1=NC=C(C=C1Cl)C(F)(F)F)C2=O","-","M1022004","ZINC08763282","348","-","-","A27772","23131797","-","2","4.57","Log unit","4.57","Log unit","= 10.5","Log unit"
"CC1=CC=C(C)N1C1=CC=C(C=C1)C1=CC=NC2=NC=NN12","-","M1022012","ZINC01386314","351","-","-","A27772","23131797","-","2","3.5","Log unit","3.5","Log unit","10.0","Log unit"
"COC1=CC=C(C=C1OC)C(=O)\C=C\NC1=CC=C(Cl)C(=C1)C(F)(F)F","-","M1021396","ZINC01015500","352","-","-","A27772","23131797","-","2","5.31","Log unit","5.31","Log unit","5.0","Log unit"
"COC(=O)\C=C\CN1C(=O)C2=CC=CC=C2C1=O","-","M1154105","ZINC00367451","353","-","-","A27772","23131797","-","2","2.46","Log unit","2.46","Log unit","5.0","Log unit"
"C[C@@H](NC(=O)C1CCN(CC1)C(=O)C1=CC=C(F)C=C1)C1=CC=CC=C1","-","M1021729","ZINC01156766","354","-","-","A27772","23131797","-","2","3.48","Log unit","3.48","Log unit","5.0","Log unit"
"C[C@]1(NC(=S)N2[C@@H]1NC(=S)N2C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1","-","M1022024","ZINC01392159","355","-","-","A27772","23131797","-","2","4.94","Log unit","4.94","Log unit","5.0","Log unit"
"CN(C)C(\C=C\NC1=CC(Cl)=CC(Cl)=C1)=C(C#N)C#N","-","M1022041","ZINC05524751","357","-","-","A27772","23131797","-","2","1.59","Log unit","1.59","Log unit","= 6.5","Log unit"
"FC(F)(F)C1=CN=C(NCCN2C(=O)C(NC(=O)C3=CC=C(Cl)C=C3)=CC3=C2CCCC3=O)C(Cl)=C1","-","M1022042","ZINC01401816","358","-","-","A27772","23131797","-","2","5.83","Log unit","5.83","Log unit","= 7.3","Log unit"
"FC(F)(F)C1=CC(Cl)=C(N=C1)[C@H](CC1=CC=CS1)C#N","-","M1022046","ZINC01403110","359","-","-","A27772","23131797","-","2","4.09","Log unit","4.09","Log unit","5.0","Log unit"
"C[C@@H](OC1=CC=C(F)C=C1F)C(=O)C1=CN(N=N1)C1=CC=C(OC(F)(F)F)C=C1","-","M1022047","ZINC01403863","360","-","-","A27772","23131797","-","2","5.83","Log unit","5.83","Log unit","5.0","Log unit"
"CCOC(=O)[C@H]1N=C([C@H]2[C@@H]1C(=O)N(N(C)C1=NC=C(C=C1Cl)C(F)(F)F)C2=O)C1=C(O)C2=C(C=CC=C2)C1=O","-","M3410261","ZINC01404771","361","-","-","A27772","23131797","-","2","4.38","Log unit","4.38","Log unit","10.0","Log unit"
"CC1=C(OCC2=C(F)C=CC=C2Cl)C(=O)C=CN1CC1=CC=C(Cl)C=C1","-","M1022050","ZINC01405175","362","-","-","A27772","23131797","-","2","5.63","Log unit","5.63","Log unit","= 10.5","Log unit"
"CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)[C@H]2C1=CC=C(C=C1)C(F)(F)F","-","M1021028","ZINC00833863","364","-","-","A27772","23131797","-","2","4.55","Log unit","4.55","Log unit","5.0","Log unit"
"CCOC1=CC=C(CC(=O)C2=C(CCCC2=O)N2CCCC2)C=C1OCC","-","M1022073","ZINC01425882","365","-","-","A27772","23131797","-","2","3.3","Log unit","3.3","Log unit","= 6.5","Log unit"
"COC(=O)C1=C(C)SC2=C1OC(N)=C(C#N)[C@@H]2C1=CC(Br)=CS1","-","M1022075","ZINC01426971","366","-","-","A27772","23131797","-","2","5.06","Log unit","5.06","Log unit","= 10.5","Log unit"
"COC(=O)C1=C(NC(=O)COC2=NON=C2N2CCOCC2)C=C(OC)C(OC)=C1","-","M1022077","ZINC01427722","367","-","-","A27772","23131797","-","2","4.49","Log unit","4.49","Log unit","= 6.5","Log unit"
"CN(C)C1=NC(COC(=O)C2=CC=C(C=C2)N2C=NN=C2)=NC(N)=N1","-","M1022080","ZINC01429011","368","-","-","A27772","23131797","-","2","2.74","Log unit","2.74","Log unit","= 10.5","Log unit"
"COC1=CC=C([C@@H]2CC(=O)N(C3=C(C#N)C4=C(CCCC4)S3)C3=C2C(=O)CCC3)C(OC)=C1","-","M1022083","ZINC01430778","369","-","-","A27772","23131797","-","2","4.55","Log unit","4.55","Log unit","5.0","Log unit"
"COC1=CC(OCCN2C(=O)C3=C(C=C4C(=O)N(CCOC5=CC(OC)=CC=C5)C(=O)C4=C3)C2=O)=CC=C1","-","M1022084","ZINC01430947","370","-","-","A27772","23131797","-","2","5.43","Log unit","5.43","Log unit","5.0","Log unit"
"CC(C)(C)C(=O)[C@H]1[C@H](C2=CSC=C2)C(C#N)(C#N)[C@H]2C=CC3=CC=CC=C3N12","-","M1022090","ZINC01435754","371","-","-","A27772","23131797","-","2","3.37","Log unit","3.37","Log unit","10.0","Log unit"
"CC1=C([C@@H](C2=CC=C3OCOC3=C2)C2=C(C[C@@H](CC2=O)C2=CC=CS2)N1)C(=O)OCCC1=CC=CC=C1","-","M1022096","ZINC01438543","372","-","-","A27772","23131797","-","2","5.44","Log unit","5.44","Log unit","10.0","Log unit"
"COC1=CC=CC=C1[C@H]1CC(=O)C2=C(C1)NC(C)=C([C@H]2C1=CC=C(OC(C)=O)C=C1)C(=O)OC1CCCC1","-","M1022100","ZINC01439744","373","-","-","A27772","23131797","-","2","5.81","Log unit","5.81","Log unit","10.0","Log unit"
"CCOC1=CC(NC(=O)C2=CC(=C(Cl)C=C2Cl)S(=O)(=O)N2CCOCC2)=C(C=C1OCC)C#N","-","M1022103","ZINC01440693","374","-","-","A27772","23131797","-","2","4.31","Log unit","4.31","Log unit","5.0","Log unit"
"NC1=C(C#N)C(C2=C(O1)C(=O)C=C(CO)O2)C1=C(OCC2=CC=CC=C2Cl)C=CC=C1","-","M2697455","ZINC01440820","375","-","-","A27772","23131797","-","2","4.34","Log unit","4.34","Log unit","= 6.5","Log unit"
"COC(=O)CSC1=NC(NCC(C)C)=NC(=N1)N1CCOCC1","-","M1021510","ZINC01061471","376","-","-","A27772","23131797","-","2","3.75","Log unit","3.75","Log unit","= 8.0","Log unit"
"COC1=CC=CC=C1NC(=S)N[C@H](NC(=O)C1=CC=CC=C1C)C(Cl)(Cl)Cl","-","M1022111","ZINC01446574","377","-","-","A27772","23131797","-","2","3.95","Log unit","3.95","Log unit","= 2.0","Log unit"
"COC(=O)C1=C(C)NC(C)=C(C1C1=CN(N=C1C1=CC=CC(=C1)[N+]([O-])=O)C1=CC=CC=C1)C(=O)OC","-","M1153744","ZINC01449296","378","-","-","A27772","23131797","-","2","5.04","Log unit","5.04","Log unit","5.0","Log unit"
"CN1N(C(=O)C(N[C@@H](NC(=O)C2=CC=CC(=C2)[N+]([O-])=O)C(Cl)(Cl)Cl)=C1C)C1=CC=CC=C1","-","M1153743","ZINC01450871","379","-","-","A27772","23131797","-","2","3.99","Log unit","3.99","Log unit","5.0","Log unit"
"C[C@H]1CN(C[C@H](C)O1)C(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=C2OCOC2=C1","-","M1022125","ZINC01457114","380","-","-","A27772","23131797","-","2","4.19","Log unit","4.19","Log unit","10.0","Log unit"
"CC1=CC(=O)C=C(C)N1C1=CC=C(C)C(C)=C1","-","M1022138","ZINC01463390","382","-","-","A27772","23131797","-","2","2.95","Log unit","2.95","Log unit","= 10.5","Log unit"
"CCC1=CC=CC(C)=C1N([C@@H](C)COC)C(=O)CN1C(=NC2=CC=CC=C12)[C@@H](C)O","-","M1022149","ZINC01470650","384","-","-","A27772","23131797","-","2","4.48","Log unit","4.48","Log unit","= 8.0","Log unit"
"COC1=CC(=CC(OC)=C1OC)C1C(C#N)=C(N)OC2=C1C(=O)NC(C)=C2","-","M3410262","ZINC18115187","387","-","-","A27772","23131797","-","2","2.55","Log unit","2.55","Log unit","= 10.5","Log unit"
"O=C(N1CCCC[C@@H](SC2=NN=C3C=CC=CN23)C1=O)C1=CC=CC=C1","-","M1022185","ZINC01514859","395","-","-","A27772","23131797","-","2","3.14","Log unit","3.14","Log unit","= 10.5","Log unit"
"CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)OCCN1C(=O)C2C(C3C4=C(C=CC=C4)C2C2=C3C=CC=C2)C1=O","-","M3410263","ZINC01515530","396","-","-","A27772","23131797","-","2","4.17","Log unit","4.17","Log unit","5.0","Log unit"
"COC1=C(Cl)C=CC(Cl)=C1C(=O)NC1=CC=C(C)C=C1C","-","M1019347","ZINC00094814","397","-","-","A27772","23131797","-","2","4.0","Log unit","4.0","Log unit","5.0","Log unit"
"CCOC(=O)C1=C(C)SC(N)=N1","-","M1019859","ZINC00243170","398","-","-","A27772","23131797","-","2","1.74","Log unit","1.74","Log unit","= 8.0","Log unit"
"O=C(OC1=CC=C2C=C(C3=NC4=CC=CC=C4S3)C(=O)OC2=C1)C1=CC=CC=C1","-","M1022218","ZINC01742482","401","-","-","A27772","23131797","-","2","5.7","Log unit","5.7","Log unit","10.0","Log unit"
"CC(C)CCN1C(NCCO)=NC2=C1C(=O)N(C)C(=O)N2C","-","M1022251","ZINC01776464","404","-","-","A27772","23131797","-","2","2.93","Log unit","2.93","Log unit","= 7.3","Log unit"
"CCOC(=O)C1=C(N)N2C(=O)\C(SC2=C(C1C1=CC=C(C=C1)C(=O)OC)C(=O)OC)=C\C1=CC=C(C=C1)C(=O)OC","-","M3410264","ZINC01787803","405","-","-","A27772","23131797","-","2","6.95","Log unit","6.95","Log unit","= 7.3","Log unit"
"BrC1=CC=C(CON2[C@H]3CCCC[C@@H]3N(OCC3=CC=C(Br)C=C3)C(=O)C2=O)C=C1","-","M1022289","ZINC01798674","408","-","-","A27772","23131797","-","2","5.49","Log unit","5.49","Log unit","= 7.3","Log unit"
"COCCN1C(C)=CC(C(=O)CSC2=C3C(C)=C(C)SC3=NC=N2)=C1C","-","M1022297","ZINC01802740","409","-","-","A27772","23131797","-","2","4.59","Log unit","4.59","Log unit","= 6.5","Log unit"
"COC(=O)C1=CC=C(C(=O)OC)C(NC(=O)CSC2=C3C4=C(C[C@H](C)CC4)SC3=NC=N2)=C1","-","M1022299","ZINC01803312","410","-","-","A27772","23131797","-","2","5.79","Log unit","5.79","Log unit","= 6.5","Log unit"
"CC1=CC=C(NC(=O)[C@@H]2CCCN2C(=O)OC(C)(C)C)C=C1C","-","M1020077","ZINC00357200","411","-","-","A27772","23131797","-","2","3.9","Log unit","3.9","Log unit","5.0","Log unit"
"COC(=O)[C@@H](NC(=O)CONC1=CC[C@@]2(C)[C@H]3CC[C@]4(C)[C@@H](CC[C@@]4(O)C(C)=O)[C@H]3CCC2=C1)C1=CC=CC=C1","-","M1022312","ZINC01812703","412","-","-","A27772","23131797","-","2","6.27","Log unit","6.27","Log unit","= 7.3","Log unit"
"CCCC[C@@]1(NN(C(=S)N1)C1=CC=C(C)C=C1)C1=CC=CC=C1","-","M1022331","ZINC02310748","414","-","-","A27772","23131797","-","2","5.1","Log unit","5.1","Log unit","10.0","Log unit"
"NC1=C2C(SC3=C2CCCC3)=NC(SCC(=O)N(CCO)CCO)=N1","-","M769665","ZINC01837680","417","-","-","A27772","23131797","-","2","3.2","Log unit","3.2","Log unit","= 10.5","Log unit"
"CC1=CC2=NSN=C2C(=C1C)[N+]([O-])=O","-","M1154125","ZINC00273616","419","-","-","A27772","23131797","-","2","2.64","Log unit","2.64","Log unit","5.0","Log unit"
"CCOP(=O)(CC1=CC=C(CP(=O)(OCC)OCC)O1)OCC","-","M1022353","ZINC01860590","420","-","-","A27772","23131797","-","2","3.25","Log unit","3.25","Log unit","= 7.3","Log unit"
"COC1=CC=C(C=C1)\N=C\C1=CC=C(\C=N\C2=CC=C(OC)C=C2)C=C1","-","M3410265","ZINC18130691","421","-","-","A27772","23131797","-","2","5.24","Log unit","5.24","Log unit","10.0","Log unit"
"CCCC1=C2C(OC(N)=C(C(=O)OC)[C@]22C(=O)N(CC(N)=O)C3=CC=CC=C23)=NN1","-","M1022361","ZINC04038619","425","-","-","A27772","23131797","-","2","4.48","Log unit","4.48","Log unit","= 8.0","Log unit"
"O=C(NC1=CC(=CC=C1)C1=NC2=CC=CC=C2N=C1)C1=CC=CS1","-","M1023164","ZINC02880792","427","-","-","A27772","23131797","-","2","4.34","Log unit","4.34","Log unit","= 7.3","Log unit"
"ClC1=CC=C(C=C1)N1C(=O)[C@H]2ON([C@@H]([C@H]2C1=O)C1=CC=CC=C1OS(=O)(=O)C1=CC=CC=C1)C1=CC=CC=C1","-","M1022366","ZINC01882819","428","-","-","A27772","23131797","-","2","6.47","Log unit","6.47","Log unit","= 7.3","Log unit"
"CCCC(=O)OCC(=O)NC1=CC=C(F)C=C1Cl","-","M1023415","ZINC03234159","429","-","-","A27772","23131797","-","2","3.02","Log unit","3.02","Log unit","5.0","Log unit"
"FC1=CC=C(NC(=O)CN2C(=O)\C(=C3/SC(=S)N(CC4=CC=CO4)C3=O)C3=CC=CC=C23)C=C1","-","M1074013","ZINC01172022","430","-","-","A27772","23131797","-","2","6.36","Log unit","6.36","Log unit","= 6.5","Log unit"
"CC1=CC=CC=C1C1=NOC(CCl)=N1","-","M1023710","ZINC03399146","432","-","-","A27772","23131797","-","2","3.3","Log unit","3.3","Log unit","5.0","Log unit"
"O=C1[C@@H](CSCC2=CC=CC=C2)NC(=S)N1C1CCCCC1","-","M1019989","ZINC00308399","433","-","-","A27772","23131797","-","2","4.58","Log unit","4.58","Log unit","= 2.0","Log unit"
"CCOC(=O)N1CCN(CC1)C(=O)C1=CC=C(C=C1)N1C(=O)[C@H]2CCCC[C@@H]2C1=O","-","M3410266","ZINC12413552","438","-","-","A27772","23131797","-","2","3.74","Log unit","3.74","Log unit","5.0","Log unit"
"CCOCCOC(=O)C1=CC=C(NC(=O)COC2=CC=C(C)C=C2Br)C=C1","-","M1022221","ZINC01745390","439","-","-","A27772","23131797","-","2","5.36","Log unit","5.36","Log unit","5.0","Log unit"
"COC1=CC=C(OC)C(NC(=O)C2=CC=C(NC3=C(Cl)C(=O)N(C4CCCCC4)C3=O)C=C2)=C1","-","M1022437","ZINC01953737","443","-","-","A27772","23131797","-","2","5.96","Log unit","5.96","Log unit","5.0","Log unit"
"CN1C2=C(C=CC=C2)C(C)(C)C1=CC=CC(=O)C(F)(F)F","-","M1153707","ZINC05841926","444","-","-","A27772","23131797","-","2","4.41","Log unit","4.41","Log unit","= 6.5","Log unit"
"C[C@H]1CCC2=C(C1)SC(NC(=O)C1=CC=C(F)C(F)=C1)=N2","-","M1022513","ZINC01506334","454","-","-","A27772","23131797","-","2","4.79","Log unit","4.79","Log unit","= 6.5","Log unit"
"COC1=CC=C(C=C1)N1C(=S)N=C(N[C@@H]([C@@H](OC2=CC=C(Cl)C=C2)N2C=NC=N2)C(C)(C)C)C1(C)C","-","M1022515","ZINC02026866","455","-","-","A27772","23131797","-","2","5.56","Log unit","5.56","Log unit","= 6.5","Log unit"
"CCCCCCSC1=C(C#N)C(C2=CC=CS2)C(C(=O)NC2=C(OC)C=CC=C2)=C(C)N1","-","M3410267","ZINC02030843","458","-","-","A27772","23131797","-","2","6.28","Log unit","6.28","Log unit","5.0","Log unit"
"ClC1=C(Cl)[C@]2(Cl)[C@@H]3C=CC[C@@H]3[C@@]1(Cl)C2(Cl)Cl","-","M1022526","ZINC02038455","459","-","-","A27772","23131797","-","2","5.69","Log unit","5.69","Log unit","5.0","Log unit"
"COC1=CC=C2\C(=C\NC3=C(C)N(C)N(C3=O)C3=CC=CC=C3)C(=O)N(CC3=CC=CO3)C(=O)C2=C1","-","M1173085","ZINC18141967","460","-","-","A27772","23131797","-","2","4.66","Log unit","4.66","Log unit","10.0","Log unit"
"CCCCC(=O)NC1=CC=C(F)C(=C1)[N+]([O-])=O","-","M1153689","ZINC02064506","462","-","-","A27772","23131797","-","2","3.04","Log unit","3.04","Log unit","5.0","Log unit"
"CCO\C(O)=C\C1=NC2=NON=C2N=C1O","-","M3410268","ZINC13302512","463","-","-","A27772","23131797","-","2","1.61","Log unit","1.61","Log unit","10.0","Log unit"
"CCOC1=CC=C(C=C1OC)[C@@H]1OC2=C(N=NC(SC)=N2)C2=CC=CC=C2N1C(=O)CC","-","M1020715","ZINC00684489","467","-","-","A27772","23131797","-","2","3.95","Log unit","3.95","Log unit","= 7.3","Log unit"
"O=C(NCCCCNC(=O)\C=C\C1=CC=C2OCOC2=C1)\C=C\C1=CC2=C(OCO2)C=C1","-","M1153683","ZINC02086271","471","-","-","A27772","23131797","-","2","4.59","Log unit","4.59","Log unit","5.0","Log unit"
"COC(=O)C1=CC=C(OC(=O)C2=CC(OC)=CC(OC)=C2)C=C1","-","M1023499","ZINC03284659","474","-","-","A27772","23131797","-","2","4.64","Log unit","4.64","Log unit","5.0","Log unit"
"COC1=CC=C(C=C1CSC1=CC=CC=N1)[C@H]1C(C#N)=C(N)N(C2=C1C(=O)CCC2)C1=CC=CC=C1C(F)(F)F","-","M1022599","ZINC08450623","475","-","-","A27772","23131797","-","2","5.45","Log unit","5.45","Log unit","= 10.5","Log unit"
"CC(C)C(=O)N[C@H](OC1=CC=C(C=O)C=C1)C(Cl)(Cl)Cl","-","M1020880","ZINC00731980","476","-","-","A27772","23131797","-","2","3.68","Log unit","3.68","Log unit","5.0","Log unit"
"CC(C)[C@H](N1C(=O)C2=CC=CC=C2C1=O)C(=O)NC1=NC(=CS1)C1=CC=C(C=C1)S(=O)(=O)N1CCOCC1","-","M1022603","ZINC02107492","477","-","-","A27772","23131797","-","2","5.32","Log unit","5.32","Log unit","= 7.3","Log unit"
"CC(C)OC(=O)C1=C(CSC2=C(C=C3CCCCCC3=N2)C#N)OC(N)=C(C#N)[C@@H]1C1=CC=NC=C1","-","M1022614","ZINC08451187","480","-","-","A27772","23131797","-","2","5.43","Log unit","5.43","Log unit","10.0","Log unit"
"CC1=CC=CC=C1OCC(=O)NCCNC(=O)COC1=CC=CC=C1C","-","M1022620","ZINC02132529","483","-","-","A27772","23131797","-","2","4.25","Log unit","4.25","Log unit","= 6.5","Log unit"
"CC(=O)N1CC(=O)N(CC(=O)N(CC2=CC=CC=C2)C2=NC(=CS2)C2=CC=CC=C2)C1=S","-","M1022626","ZINC02141091","484","-","-","A27772","23131797","-","2","4.43","Log unit","4.43","Log unit","= 6.5","Log unit"
"COC1=CC(=CC(OC)=C1OC)[C@H]1C(C(=O)C2=CC=CC=C2)=C(N)N(C2=C1C(=O)CCC2)C1=CC=CC=C1C(F)(F)F","-","M1022630","ZINC02151966","486","-","-","A27772","23131797","-","2","4.51","Log unit","4.51","Log unit","5.0","Log unit"
"CC1=NN=C(S1)N1[C@@H](C2=C(OC3=CC=CC=C3C2=O)C1=O)C1=CC=CC(OCC=C)=C1","-","M1022638","ZINC02172705","488","-","-","A27772","23131797","-","2","4.52","Log unit","4.52","Log unit","= 6.5","Log unit"
"CCOC1=CC(C=C2C(=O)N(C)C(=S)N(C)C2=O)=CC(I)=C1OCC#C","-","M1022573","ZINC02076381","490","-","-","A27772","23131797","-","2","3.72","Log unit","3.72","Log unit","5.0","Log unit"
"COC1=NC(NC2=CC=CC=C2)=NC(Cl)=N1","-","M1019749","ZINC00191380","491","-","-","A27772","23131797","-","2","2.89","Log unit","2.89","Log unit","5.0","Log unit"
"OCCN1C(=O)C2=CC=C(OC3=CC(OC4=CC=C5C(=O)N(CCO)C(=O)C5=C4)=CC=C3)C=C2C1=O","-","M1021106","ZINC00865538","496","-","-","A27772","23131797","-","2","4.61","Log unit","4.61","Log unit","5.0","Log unit"
"COC1=CC(=CC=C1)C1=CN2C(=NC3=C2C(=O)N(C)C(=O)N3C)N1C1=CC(C)=CC=C1","-","M1022691","ZINC08469096","497","-","-","A27772","23131797","-","2","4.16","Log unit","4.16","Log unit","5.0","Log unit"
"CCC1=CC=C(C=C1)C1=CSC(=N1)C(=C\NC1=CC=C2OCOC2=C1)\C#N","-","M1153672","ZINC02312992","498","-","-","A27772","23131797","-","2","6.59","Log unit","6.59","Log unit","5.0","Log unit"
"CCN(C(=O)CN1C(=O)[C@H]2CCCC[C@H]2C1=O)C1=NN=C(S1)C1=CC=C(Cl)C=C1","-","M3410271","ZINC13464795","502","-","-","A27772","23131797","-","2","4.91","Log unit","4.91","Log unit","= 6.5","Log unit"
"COC1=CC=C(C=C1)[C@@H](C)N1C(C)=C2C(=C1C)C(C)=NN=C2C","-","M1153468","ZINC02339277","503","-","-","A27772","23131797","-","2","3.43","Log unit","3.43","Log unit","= 8.0","Log unit"
